row_id,query_uid,hinglish_query,devanagari_transliteration,normalized_query,category,search_intent,search_volume_monthly,keyword_difficulty,cpc_inr,competition_score,serp_feature,avg_position,impressions_monthly,clicks_pct,platform_source,target_region,primary_device,language_mix_type,has_slang,has_roman_hindi,base_query_en,year_tagged,is_question_query,word_count
1390,60AD9F89,bina oven ke cake kaise mast recipe,bina oven के cake कैसे mast recipe,bina oven ke cake kaifrom mast recipar,Food & Recipes,Informational,86196,29,3.19,0.25,Knowledge Panel,14.2,606078,0.39,Flipkart Search,Delhi NCR,Mobile,English-dominant Hinglish,True,True,bina oven ke cake kaise banayein,,False,7
1391,F5AB528B,coconut chutney recipe,coconut chutney recipe,coconut chutney recipar,Food & Recipes,Navigational,80935,68,3.96,0.27,None,45.2,285891,0.43,Google India,Gujarat,Tablet,Hinglish,False,True,coconut chutney recipe,2024,False,3
1392,DF613EF0,maggi tadka naya twist,maggi tadka naya twist,maggi tadka naya twist,Food & Recipes,Transactional,71439,13,2.94,0.89,Local Pack,33.7,417997,0.45,Amazon India,South India,Desktop,English-dominant Hinglish,True,True,maggi pe naya twist,2024,False,4
1393,BC6174A4,intermittent fasting mast recipe hota hai,intermittent fasting mast recipe होता है,intermittent fasting mast recipar hota hai,Food & Recipes,Transactional,36736,32,3.65,0.73,Featured Snippet,37.1,83284,0.82,Amazon India,Tamil Nadu,Desktop,Hindi-dominant Hinglish,True,True,intermittent fasting kya hota hai,2025,False,6
1394,FF816362,kadhi recipe punjabi style ghar ka khana,kadhi recipe punjabi style घर का khana,kadhi recipar punjabi style ghar ka khana,Food & Recipes,Commercial Investigation,86262,9,4.41,0.19,Local Pack,27.4,237275,0.57,Google India,UP & Bihar,Tablet,Hindi-dominant Hinglish,True,True,kadhi recipe punjabi style,,False,7
1395,0DD4CB5C,bina ghar ka khana ke cake kaise banayein,bina घर का khana के cake कैसे banayein,bina ghar ka khana ke cake kaifrom banayein,Food & Recipes,Transactional,8613,25,2.13,0.72,Local Pack,41.4,41391,0.64,Flipkart Search,Delhi NCR,Desktop,Hinglish,True,True,bina oven ke cake kaise banayein,2025,False,8
1396,AFEB2B6C,intermittent fasting kya hota hai hindi mein,intermittent fasting क्या होता है hindi में,intermittent fasting kya hota hai hindi me,Food & Recipes,Informational,10073,86,4.06,0.65,Featured Snippet,49.5,52947,0.4,JioSaavn,West Bengal,Desktop,Hindi-dominant Hinglish,False,True,intermittent fasting kya hota hai,2024,False,7
1397,615D9015,chole bhature ghar pe,chole bhature घर पे,chole bhature ghar par,Food & Recipes,Commercial Investigation,83222,23,1.13,0.94,Knowledge Panel,9.2,218561,0.53,Nykaa,Gujarat,Tablet,English-dominant Hinglish,False,True,chole bhature ghar pe,2025,False,4
1398,5A7AE9D3,dahi vada recipe easy tadka,dahi vada recipe easy tadka,dahi vada recipar easy tadka,Food & Recipes,Informational,30735,30,2.44,0.84,Image Pack,34.2,84434,0.73,Amazon India,North India,Mobile,English-dominant Hinglish,True,True,dahi vada recipe easy,,False,5
1399,8416C46C,weight loss ke liye kya khayein 2024,weight loss के liye क्या khayein 2024,weight loss ke liye kya khayein 2024,Food & Recipes,Navigational,30311,40,0.61,0.26,Local Pack,10.4,98693,0.71,Google India,Gujarat,Desktop,English-dominant Hinglish,False,True,weight loss ke liye kya khayein,2025,False,7
1400,94A992BB,swadisht pe naya twist,swadisht पे naya twist,swadisht par naya twist,Food & Recipes,Navigational,88514,67,2.45,0.19,Video Carousel,22.4,435866,0.83,Amazon India,Maharashtra,Desktop,Hindi-dominant Hinglish,True,True,maggi pe naya twist,,False,4
1401,13023CB8,instant noodles jugaad recipe hindi mein,instant noodles jugaad recipe hindi में,instant noodles jugaad recipar hindi me,Food & Recipes,Commercial Investigation,33444,94,0.22,0.32,None,31.4,133581,0.61,Meesho,Delhi NCR,Mobile,Hindi-dominant Hinglish,True,True,instant noodles jugaad recipe,2024,False,6
1402,37E3C767,bina oven ke cake tadka banayein,bina oven के cake tadka banayein,bina oven ke cake tadka banayein,Food & Recipes,Commercial Investigation,72777,43,1.58,0.88,Local Pack,28.4,468266,0.39,JioSaavn,West Bengal,Mobile,English-dominant Hinglish,True,True,bina oven ke cake kaise banayein,,False,6
1403,15AEC422,ghar mein pizza kaise banayein lajawab,घर में pizza कैसे banayein lajawab,ghar me pizza kaifrom banayein lajawab,Food & Recipes,Commercial Investigation,81556,48,2.76,0.83,None,14.9,631331,0.63,Google India,Maharashtra,Tablet,Hindi-dominant Hinglish,True,True,ghar mein pizza kaise banayein,2024,False,6
1404,A8BF9B12,kya ghar mein pizza kaise banayein sahi hai,क्या घर में pizza कैसे banayein sahi है,kya ghar me pizza kaifrom banayein sahi hai,Food & Recipes,Commercial Investigation,42399,77,0.48,0.21,People Also Ask,2.8,119105,0.6,Meesho,Pan India,Desktop,Hindi-dominant Hinglish,False,True,ghar mein pizza kaise banayein,,True,8
1405,2055EBFC,dry fruits ke swadisht,dry fruits के swadisht,dry fruits ke swadisht,Food & Recipes,Commercial Investigation,77262,44,1.27,0.65,Video Carousel,48.2,305369,0.52,Amazon India,Delhi NCR,Tablet,English-dominant Hinglish,True,True,dry fruits ke fayde,2025,False,4
1406,012732AC,poha banane ka sahi tarika hindi mein,poha banane का sahi tarika hindi में,poha banane ka sahi tarika hindi me,Food & Recipes,Transactional,59078,76,2.45,0.51,People Also Ask,43.7,335332,0.77,Google India,Gujarat,Tablet,Hinglish,False,True,poha banane ka sahi tarika,2025,False,7
1407,D1658A78,dry fruits ke fayde ghar ka khana,dry fruits के fayde घर का khana,dry fruits ke fayde ghar ka khana,Food & Recipes,Transactional,76677,7,0.43,0.97,Image Pack,40.0,375977,0.42,Swiggy,North India,Mobile,Hinglish,True,True,dry fruits ke fayde,,False,7
1408,18D5623E,ghar ka khana bhature ghar pe,घर का khana bhature घर पे,ghar ka khana bhature ghar par,Food & Recipes,Commercial Investigation,58824,14,1.55,0.39,None,36.7,117514,0.66,Meesho,Gujarat,Desktop,English-dominant Hinglish,True,True,chole bhature ghar pe,2025,False,6
1409,B24BFD28,dal makhani recipe hindi tadka,dal makhani recipe hindi tadka,dal makhani recipar hindi tadka,Food & Recipes,Commercial Investigation,2721,88,0.48,0.71,Knowledge Panel,48.5,16361,0.41,Amazon India,Delhi NCR,Tablet,English-dominant Hinglish,True,True,dal makhani recipe hindi,2025,False,5
1410,29992D21,kadhi recipe punjabi style chatpata,kadhi recipe punjabi style chatpata,kadhi recipar punjabi style chatpata,Food & Recipes,Transactional,80145,82,4.43,0.4,Featured Snippet,29.3,566598,0.52,Amazon India,West Bengal,Mobile,English-dominant Hinglish,True,True,kadhi recipe punjabi style,2024,False,5
1411,2EDD957F,tadka breakfast ideas indian,tadka breakfast ideas indian,tadka breakfast ideas indian,Food & Recipes,Navigational,63600,44,1.43,0.16,None,9.2,317420,0.76,Amazon India,South India,Tablet,Hindi-dominant Hinglish,True,True,healthy breakfast ideas indian,2025,False,4
1412,FD51E916,dal makhani recipe hindi hindi mein,dal makhani recipe hindi hindi में,dal makhani recipar hindi hindi me,Food & Recipes,Informational,58519,16,1.39,0.87,None,50.0,419195,0.6,Flipkart Search,West Bengal,Mobile,English-dominant Hinglish,False,True,dal makhani recipe hindi,2025,False,6
1413,94596264,samosa filling recipe chatpata,samosa filling recipe chatpata,samosa filling recipar chatpata,Food & Recipes,Transactional,22700,97,1.72,0.68,Image Pack,21.0,146002,0.62,YouTube,Gujarat,Mobile,English-dominant Hinglish,True,True,samosa filling recipe,,False,4
1414,E859A1DA,healthy jugaad ideas indian,healthy jugaad ideas indian,healthy jugaad ideas indian,Food & Recipes,Transactional,6885,86,1.76,0.86,Image Pack,38.4,13883,0.31,Meesho,Maharashtra,Mobile,English-dominant Hinglish,True,False,healthy breakfast ideas indian,2025,False,4
1415,6CA369F2,chatpata indian breakfast recipe,chatpata indian breakfast recipe,chatpata indian breakfast recipar,Food & Recipes,Transactional,72094,74,1.73,0.93,Featured Snippet,43.5,177228,0.77,JioSaavn,Pan India,Desktop,English-dominant Hinglish,True,True,south indian breakfast recipe,,False,4
1416,DB52286E,poha banane ka sahi tarika lajawab,poha banane का sahi tarika lajawab,poha banane ka sahi tarika lajawab,Food & Recipes,Commercial Investigation,64289,59,1.61,0.39,None,37.6,491476,0.38,Swiggy,Pan India,Mobile,Hindi-dominant Hinglish,True,True,poha banane ka sahi tarika,2024,False,6
1417,3352C1F1,ghar ka khana makhani recipe hindi,घर का khana makhani recipe hindi,ghar ka khana makhani recipar hindi,Food & Recipes,Navigational,33356,39,3.08,0.44,Knowledge Panel,6.1,103067,0.71,Amazon India,Gujarat,Tablet,English-dominant Hinglish,True,True,dal makhani recipe hindi,2024,False,6
1418,442D838E,south indian breakfast recipe ghar ka khana,south indian breakfast recipe घर का khana,south indian breakfast recipar ghar ka khana,Food & Recipes,Transactional,88477,20,0.92,0.86,People Also Ask,11.8,390644,0.8,Nykaa,North India,Desktop,English-dominant Hinglish,True,True,south indian breakfast recipe,2024,False,7
1419,8E1AED4F,dal makhani recipe hindi 2024,dal makhani recipe hindi 2024,dal makhani recipar hindi 2024,Food & Recipes,Transactional,58623,39,1.3,0.47,People Also Ask,20.2,181292,0.37,Swiggy,Gujarat,Mobile,English-dominant Hinglish,False,True,dal makhani recipe hindi,,False,5
1420,9B42B3DB,street food ghar ka khana pe kaise banayein,street food घर का khana पे कैसे banayein,street food ghar ka khana par kaifrom banayein,Food & Recipes,Commercial Investigation,41146,90,0.23,0.65,None,47.1,235577,0.68,Swiggy,Delhi NCR,Desktop,Hindi-dominant Hinglish,True,True,street food ghar pe kaise banayein,,False,8
1421,6E052774,rajma chawal easy recipe swadisht,rajma chawal easy recipe swadisht,rajma chawal easy recipar swadisht,Food & Recipes,Navigational,43915,18,2.66,0.53,People Also Ask,14.8,225030,0.56,Swiggy,Delhi NCR,Mobile,Hinglish,True,True,rajma chawal easy recipe,2025,False,5
1422,4CFCC89A,kya chole bhature ghar pe sahi hai,क्या chole bhature घर पे sahi है,kya chole bhature ghar par sahi hai,Food & Recipes,Commercial Investigation,19799,3,4.31,0.64,People Also Ask,4.7,68055,0.49,Swiggy,West Bengal,Mobile,Hindi-dominant Hinglish,False,True,chole bhature ghar pe,2025,True,7
1423,23577B2D,smoothie ghar ka khana ke tips,smoothie घर का khana के tips,smoothie ghar ka khana ke tips,Food & Recipes,Informational,27323,84,3.51,0.14,Image Pack,40.0,172137,0.77,Google India,Pan India,Tablet,English-dominant Hinglish,True,True,smoothie banane ke tips,2025,False,6
1424,F69552C4,dahi vada recipe easy swadisht,dahi vada recipe easy swadisht,dahi vada recipar easy swadisht,Food & Recipes,Navigational,52322,46,3.28,0.57,Video Carousel,33.2,191914,0.83,Amazon India,Delhi NCR,Desktop,Hinglish,True,True,dahi vada recipe easy,2025,False,5
1425,3B6675DB,chatpata recipe hindi mein,chatpata recipe hindi में,chatpata recipar hindi me,Food & Recipes,Navigational,32343,44,4.29,0.67,None,1.7,189600,0.8,Flipkart Search,Gujarat,Desktop,Hinglish,True,True,momos recipe hindi mein,2024,False,4
1426,87EA3ED2,ghar ka khana loss ke liye kya khayein,घर का khana loss के liye क्या khayein,ghar ka khana loss ke liye kya khayein,Food & Recipes,Informational,34208,60,0.18,0.99,Featured Snippet,4.8,234634,0.67,Google India,Maharashtra,Desktop,English-dominant Hinglish,True,True,weight loss ke liye kya khayein,,False,8
1427,F515CDFA,south indian breakfast recipe hindi mein,south indian breakfast recipe hindi में,south indian breakfast recipar hindi me,Food & Recipes,Commercial Investigation,78461,65,2.58,0.19,None,37.7,373904,0.79,Meesho,North India,Mobile,English-dominant Hinglish,False,True,south indian breakfast recipe,2025,False,6
1428,35B78A98,rajma chawal easy recipe mast recipe,rajma chawal easy recipe mast recipe,rajma chawal easy recipar mast recipar,Food & Recipes,Transactional,36365,52,1.95,0.93,Knowledge Panel,21.0,235163,0.58,Amazon India,Tamil Nadu,Desktop,Hindi-dominant Hinglish,True,True,rajma chawal easy recipe,2025,False,6
1429,64C88AC1,kya healthy breakfast ideas indian sahi hai,क्या healthy breakfast ideas indian sahi है,kya healthy breakfast ideas indian sahi hai,Food & Recipes,Commercial Investigation,87777,1,1.3,0.87,Knowledge Panel,8.2,444076,0.76,Nykaa,Gujarat,Tablet,English-dominant Hinglish,False,True,healthy breakfast ideas indian,,True,7
1430,4935436E,biryani mast recipe ka aasan tarika,biryani mast recipe का aasan tarika,biryani mast recipar ka aasan tarika,Food & Recipes,Navigational,2173,95,1.71,0.44,Local Pack,14.5,12000,0.59,Nykaa,West Bengal,Tablet,English-dominant Hinglish,True,True,biryani banane ka aasan tarika,2024,False,6
1431,93BEBA74,chole bhature ghar pe hindi mein,chole bhature घर पे hindi में,chole bhature ghar par hindi me,Food & Recipes,Navigational,30596,89,1.08,0.87,Image Pack,34.3,212585,0.47,Flipkart Search,Tamil Nadu,Desktop,Hindi-dominant Hinglish,False,True,chole bhature ghar pe,,False,6
1432,6E55CCB7,ghar mein pizza kaise banayein swadisht,घर में pizza कैसे banayein swadisht,ghar me pizza kaifrom banayein swadisht,Food & Recipes,Navigational,70227,55,0.83,0.29,Featured Snippet,2.6,282703,0.35,Amazon India,Pan India,Desktop,Hinglish,True,True,ghar mein pizza kaise banayein,2025,False,6
1433,CD9AC6EC,swadisht oven ke cake kaise banayein,swadisht oven के cake कैसे banayein,swadisht oven ke cake kaifrom banayein,Food & Recipes,Navigational,40408,58,3.91,0.77,Image Pack,15.7,129203,0.49,YouTube,Delhi NCR,Desktop,English-dominant Hinglish,True,True,bina oven ke cake kaise banayein,2025,False,6
1434,F17136EA,paneer butter masala recipe mast recipe,paneer butter masala recipe mast recipe,paneer butter masala recipar mast recipar,Food & Recipes,Transactional,16903,1,0.89,0.25,Local Pack,24.6,111392,0.7,YouTube,Pan India,Tablet,English-dominant Hinglish,True,True,paneer butter masala recipe,2024,False,6
1435,4E878787,kya dry fruits ke fayde sahi hai,क्या dry fruits के fayde sahi है,kya dry fruits ke fayde sahi hai,Food & Recipes,Commercial Investigation,46938,11,2.44,0.19,People Also Ask,19.0,132511,0.35,Amazon India,Tamil Nadu,Desktop,Hindi-dominant Hinglish,False,True,dry fruits ke fayde,,True,7
1436,85B2A334,poha banane jugaad sahi tarika,poha banane jugaad sahi tarika,poha banane jugaad sahi tarika,Food & Recipes,Transactional,88483,25,0.09,0.8,Image Pack,11.3,177892,0.59,Meesho,Maharashtra,Desktop,Hindi-dominant Hinglish,True,True,poha banane ka sahi tarika,,False,5
1437,5811F254,coconut chutney recipe mast recipe,coconut chutney recipe mast recipe,coconut chutney recipar mast recipar,Food & Recipes,Navigational,69204,100,2.44,0.4,Knowledge Panel,3.8,466694,0.78,YouTube,Tamil Nadu,Tablet,English-dominant Hinglish,True,True,coconut chutney recipe,,False,5
1438,B76531F6,kya south indian breakfast recipe sahi hai,क्या south indian breakfast recipe sahi है,kya south indian breakfast recipar sahi hai,Food & Recipes,Informational,68587,39,3.19,0.83,Video Carousel,6.4,536659,0.76,Zepto,Gujarat,Desktop,Hindi-dominant Hinglish,False,True,south indian breakfast recipe,2025,True,7
1439,15489789,momos recipe hindi mein,momos recipe hindi में,momos recipar hindi me,Food & Recipes,Navigational,45341,98,2.81,0.38,Image Pack,27.8,236571,0.72,JioSaavn,North India,Tablet,Hinglish,False,True,momos recipe hindi mein,,False,4
1440,555D56FF,smoothie banane ke tips ghar ka khana,smoothie banane के tips घर का khana,smoothie banane ke tips ghar ka khana,Food & Recipes,Navigational,5480,94,0.3,0.33,Image Pack,9.5,43199,0.69,YouTube,Delhi NCR,Desktop,Hinglish,True,True,smoothie banane ke tips,2024,False,7
1441,B4BCD77A,chole lajawab ghar pe,chole lajawab घर पे,chole lajawab ghar par,Food & Recipes,Transactional,13573,89,2.76,0.76,Image Pack,16.4,25945,0.36,Swiggy,Maharashtra,Mobile,English-dominant Hinglish,True,True,chole bhature ghar pe,2025,False,4
1442,BD78620A,bina oven ke cake kaise banayein mast recipe,bina oven के cake कैसे banayein mast recipe,bina oven ke cake kaifrom banayein mast recipar,Food & Recipes,Informational,25422,38,0.45,0.18,Local Pack,10.6,97018,0.79,Nykaa,North India,Mobile,Hinglish,True,True,bina oven ke cake kaise banayein,2024,False,8
1443,3539B373,street food ghar pe kaise banayein chatpata,street food घर पे कैसे banayein chatpata,street food ghar par kaifrom banayein chatpata,Food & Recipes,Navigational,8327,42,1.04,0.5,Featured Snippet,44.8,51039,0.35,Amazon India,Delhi NCR,Mobile,Hindi-dominant Hinglish,True,True,street food ghar pe kaise banayein,,False,7
1444,F7E7B0BF,summer drinks ghar pe banayein tadka,summer drinks घर पे banayein tadka,summer drinks ghar par banayein tadka,Food & Recipes,Transactional,53481,47,2.78,0.77,Knowledge Panel,40.2,162741,0.69,Meesho,West Bengal,Desktop,Hindi-dominant Hinglish,True,True,summer drinks ghar pe banayein,2025,False,6
1445,392BCC4C,bina swadisht ke cake kaise banayein,bina swadisht के cake कैसे banayein,bina swadisht ke cake kaifrom banayein,Food & Recipes,Navigational,39890,16,3.53,0.87,Image Pack,3.7,148314,0.63,YouTube,South India,Desktop,English-dominant Hinglish,True,True,bina oven ke cake kaise banayein,2025,False,6
1446,6BAD1E99,bina oven ke cake kaise banayein tadka,bina oven के cake कैसे banayein tadka,bina oven ke cake kaifrom banayein tadka,Food & Recipes,Informational,89810,11,4.21,0.44,Featured Snippet,5.6,537525,0.65,Nykaa,North India,Tablet,English-dominant Hinglish,True,True,bina oven ke cake kaise banayein,2024,False,7
1447,D4AC9553,south indian breakfast recipe 2024,south indian breakfast recipe 2024,south indian breakfast recipar 2024,Food & Recipes,Transactional,69101,82,0.64,0.48,Video Carousel,34.7,160220,0.58,YouTube,Gujarat,Tablet,Hinglish,False,True,south indian breakfast recipe,,False,5
